review,sentiment
"Marvel did it. He created a superhero world full of heroes who fight the negative. Endgame is already the fourth part of the well-known superhero series Avengers, which sells out cinemas, and even in this case it is no different. The famous Avengers also surpassed the great Avatar in profitability. No wonder. The excellent ending of one great Marvel saga was a success. Whether events, story, effects and the like. In short, a wonderful ending and a duty for every Marvel fan.",1
"Marvel fans, you have to come to the realization that these movies are not that great. In particular the humor. The  humor in the MCU has gotten horrible and always seems to show up when you would be experiencing something other than laughter (""I aimed for the head""). This is the primary reason I don't consider these movies to have any heart put behind them. I firmly believe that they follow a formula where there has to be a joke after a certain amount of time regardless if it kills the mood.On the  bright side, at least Thanos' goal made sense in this movie. The killing half the universe thing is stupid if you still allow what is left to reproduce, and since he had the kill set to randomize you were always going to have about a 50/50 split on the sexes. Thor, just why? He has been a pointless laughing stock since Ragnarok. Hulk was also a disappointment. If the comics are anything to go by, people in general don't like a fusion of Banner and Hulk, and generally it seemed it only existed due to the special limitation that they put into the Infinity Guantlet (which shouldn't have limitations and makes no sense to have any if Thanos was going to do with it in this movie what he wanted). If it wasn't for Downey and Thanos this time I would probably rate this movie a zero.",-1
"Marvel movies, specifically MCU movies just became really hard to review, because like I heard somewhere on the internet: This is not a movie...It's an event.Now sure, as an event it's fantastic. Full of fanservice and making every MCU fan finally getting what they always wanted makes this definitely a crowd-pleaser. I consider myself a fan of the MCU, but I'm also a fan of cinema in general...Which means that it's time to review it as an ACTUAL movie:The technical aspects are...Okay. The directing and cinematography are...Alright. I mean, they can't do much with that since almost the entire movie is CGI. Almost every shot has like a really strong depth-of-field blur that I just don't like...It makes the shots feel fake. Seriously, I don't think there is a single moment where I think that the sets look real. It's not incompetent, obviously, but the entire movie just looks so artificial. Now, props to the VFX team because, once again, they did a fantastic job, specially with Thanos, like the previous movie, but seriously, the overuse of CGI just makes everything look...Once again...Fake.Character development? What is that? There is none! Once again, just like Infinity War, with a HUGE cast of characters, it's basically impossible to give every character enough screentime and relevance to the plot and that's what happens here. Sure, you could argue that the characters have arcs and resolutions and I agree, but those arcs didn't start in this movie, started in five movies prior. There's a five year gap between Infinity War and Endgame and we just see the change of our main characters...Offscreen. That was lazy as hell, having character arcs...Offscreen. Hulk's character was the worst. We see him at the beggining being Bruce Banner, just like in the previous movie and then after the offscreen five year gap, we see him turned into Professor Hulk (or Smart Hulk whatever the hell it's called. Like, they never mention his name anyways). Literally a couple minutes passed and we see that sudden change. Things like those just seem like lazy writing. Speaking about lazy writing: Sorry but making a movie about time travel has a 99% chance of making something that doesn't make any sense or contradicts itself. Sure, we are supposed to suspend our disbelief as many MCU movies basically have the logic of a cartoon, but still, all this time travel stuff just left me wondering SOOO many things. Like, how is that you can't bring back a character that died? Didn't they established that if you take something from the past it doesn't affect your current timeline, just that timeline or some sh*t like that.The movie feels like it doesn't have a real threat throughout most of it. In the previous one we had Thanos from beggining to end. Here, we barely have Thanos. He now comes into the plot because the writers felt that they needed a big fight at the end. The way Thanos ends up appearing is just full of plot conveniences. Seriously, the writing, if you think about it, is so dumb. In the previous movie, Thanos was a very well developed villain with a clear motivation. Here, he changed his motivation and he just became the generic bad guy that just wants to destroy the universe. So lame.Of course among the genuinely positive things we have Alan Silvestri's score which might be the best score in any Avengers movie. We have the acting. This is arguably the best performance of the main cast (Robert Downey Jr., Chris Evans and Chris Hemsworth) in any Avengers movie ever. We have the pacing, which was really good because the movie constantly moved forward. It was three hours long but it never felt like it. It's a three hour long movie I could rewatch in its entirety at any time.Overall, as a MOVIE (in the filmmaking aspect) it is definitely a competent movie. Sure the writing is really dumb at times and the overuse of CGI might be a detriment, but pretty much the rest of the aspects are really solid. This feels like a great payoff. This feels like a satisfactory conclusion to this 22-movie franchise and the character resolutions were really well executed (even though one just makes me ask so many questions). I really enjoyed it because, like I said, I like watching MCU movies, but I need to stop wearing my fan glasses and admit the positives and negatives of the filmmaking aspect of this movie.",0
Marvel's Avengers Endgame is the perfect representation of the effort put by Marvel studios over the 10 years course. It manages to walk down the memory lane without overdoing it and its conclusion to the infinity stones saga is truly an Epic. No amount of words can describe the masterpiece created by the Russo brothers and this is truly a worthwhile must watch.,1
"Masterpiece.  One of the best big movies ever made.  Ranks with the great sequels like Empire Strikes Back and Dark Knight. The script, the direction, the performances are all devoted to making this movie special.  Endgame could have been an 8/10 and made as much money as it has.  But the fact they delivered an 11/10 shows you what these filmmakers are made of.  When it ended I immediately wanted to see it again.",1
"Masterpiece? Not at all.But it's definitely a satisfying conclusion. The movie has flaws, but there so many good things about it, especially the last chapter, i got goosebumps like never before :)I definitely recommend it!",1
"MAY CONTAIN SPOILERS.Great movie, not without its problems, for example Captain Marvel should have been completely wrote out of this movie, she is a character written purely to appease the SJW types who dont even watch these movies, I dread to think what would have happened if she was in it anymore, her whole character takes away the merits the other characters have earned. If they wanted badass woman in this movie then they already have them.Secondly, time travel. While it was fun watching the various characters visit their pasts and revisiting past movies from different perspectives time travel is something that has been done 1000's of times and is not really an original concept, the vast amount of plot holes it leaves are just not worth it. Finally some characters are sidelined for the movies who really shouldn't be I'll let you decide for yourself who you think deserved more time.Overall this is a good movie, if it were up to me I would have done it differently really its only introducing an overpowered character ( Captain Marvel ) and time travel that really let it down, it basically nullifies the past losses and achievements of the movies and its characters as anything they have done can be so easily rectified.I give this movie a 7/10 I am not being too harsh I think this is just right for the movie, I will be 100% watching it again when it comes out of blu-ray.",0
"Most fans expected that ""Avengers: Endgame"" will resort to time travel to make everything right. It is the same idea of ""X-Men: Days of Future Past"".Three moments made ""Avengers: Endgame"" terrific but not a masterpiece, the 1st one is killing Thanos by Thor at the beginning, 2nd one is the sacrifice of Black Widow, and the last one is the death of Iron Man, actually these three unexpected moments shocked all Avengers fans.I have also some negative comments starting with the purpose of Captain Marvel in Endgame!! Actually the only role for her is saving Iron man from a lonely death in space!! The other thing is the final battle, in my humble opinion, it was chaotic as same as White Walker battle in Game of Thrones, also the time travel was a bit hasty and unconvinced, especially in the way of retrieving the infinity stones.Anyway, ""Avengers: Endgame"" is the final movie in the Avengers series, and its ending is a good way to say goodbye.",0
"Most movies are lucky two have one memorable scene that sticks out and becomes the major moment of the movie. Endgame is blessed with being filled with them. A great ending to a story 11 years in the making, Endgame is only hindered by a few points that seem to hinder the overall pacing of the movie. Let's be honest, at this point we don't want to see exposition dumped, we want to see a bloodbath.",1
"Most of the 10s here are because of nostalgia as others have pointed out. The movie fails on many fronts, from forced cringe-worthy humor to bad story pacing. The third act of the movie is greatness, and is what redeems it.",0
most overrated film of 2019.This film is to boring why all the new super hero films has same scenario?,-1
Most thrilling 3 hours of my life. I thought avengers Infinity War was pretty dang good but Avengers Endgame is just so much better.,1
"movie had it's moments of ""awe"" and some very beautiful shots, but as a whole it was a huge disappointment, once the honeymoon phase is over in the next two weeks you'll see that with audience reviews and. scores.the good--Cap and Starks storyline came to a very nice conclusion--Cap being worthy of the hammer and assembling the avengers was the peak of the film--widow and hawkeyes moment before the soulstone was one of many tearjerkers of this movie--the visuals were amazing as alwaystoo much bad...--too long and not enough action, like over 2hrs of talking and just less than 45mins of actual action.--too much cringe from Cap Marvel every single scene she was in, way too OP, a healthy Thanos with all stones attacks her and she DOESN'T EVEN FLINCH AND JUST SMIRKS LIKE A MORON!! WTF is that??? lmao also she's so forced and such a last minute addition that there are too many plot holes with her. she's busy saving other worlds??? really?? Thanos is the biggest villain in the universe and has annihilated countless worlds within her jurisdiction, so where the **** was she? why hadn't she ""handled"" Thanos already???--they did Thor DIRTYYY, technically the most powerful of the earth heros, and goes through his character arc of Jerk hero full of himself, the downfall and finally his rise and belief in his ""godhood"" and completing his circle of the Thor that's close to his comic counterpart and king of Asgard....to being a basic ""fat clown"" in this movie, as if thats not bad enough he gives up his kindgom cause ""girl power"" so we can have a black female leading ""norse gods"" cause that makes sense.--Hulk isn't even hulk, he's just a nerd making jokes and never gets his chance at redemption and a cool fight with Thanos.--Black widow is killed off without her even getting her solo movie after having been in the movies the past decade...--the time travel arc was lame as hell and was not original whatsoever--Story was all over the place and convoluted ASF.honestly there's so much more to go on about but I'm sick of writing, will just post my reviews and forget about this movie ASAP. the rest of the MCU doesn't interest me aside from Guardians, especially if Thor is gonna be the new ""leader"" lol",-1
"Movie is e great conclusion to the VS Thanos Avengers saga,the story through the movie is both hearth-ripping and hearth-warming, the movie isn't perfect by any means of the word but it's a worth sequel to Infinity War and is on the bare top of the MarvelStudio's movies and sure is one of the best.",1
Movie was great. But difficult to understand for those who've not watched previous parts(MCU).,1
"Much better than Infinity War, it has a few surprises and some great moments. It brings a very satisfying finish to the decade of stories that begun with Iron Man. There was too little of Captain Marvel though.",1
My expectations of Marvel was higher toward the ending. There were some confusing moments that needed explanations after watching the movie which they did.Other than that the routine dosage of identity politics and feminism was annoying during the battle scenes.,0
My main complaint was there were just too many characters and even in a three hour movie...PLENTY of them wern't done justice...like Black Widow which I'm not really buying anyways..but still..it's almost like everyone forgot she was in the movie.That and the stupid undercutting humor at KEY partsIt was a celebration for the MCU...but also Back to the Future 2!Great scene at the end with Cap/Carter!7.5/10..but we're rounding up.,1
"Needed more Dr. Strange action! Felt like the final fight scene with Thanos could've been choreographed a lot better especially when you have a magic caster who could dish out different spells like Dr. Strange. But alas, he was instead given the duty of holding off the impending doom from crashing down on his team.",1
"Never felt like I could roll my eyes so much at such a comedic disaster. Yes the film uses nostalgia to wink at the audience every five minutes but this does nothing but make the film look like just another CGI overhaul fan film that gives its previous instalment (infinty war) little impact. The character deaths were predictable as was the plot, to be honest I had been waiting for iron mans death since five years ago, he's a cool character, but severely overhyped and overused at this point. As I mention the comedy is tragically bad, with every character suddenly pulling terrible jokes out of ""americas ass"" as Ant man puts it. I mean seriously, Thor the God of Thunder is now an overweight drunk playing fortnite?",-1
Never Gross Any Movie To Beat Avengers Endgame...Love You 3000  Times...,1
"Nice (but expected) time-travel stories added to the whole scenario. All of Marvel's women attacking the phallocratic pig, was just another overuse of today's feminist agenda and #metoo and reduced the epic scenes of the final battle.",-1
"Not a bad movie at all, but kind of a mess. The time travel aspect was done poorly imo and I didn't like the endings of some of the characters. This was a good ending though, I don't think Phase 4 onward is going to be anywhere near as good the previous phases.",0
Not a big fan of the ending. But I guess when you have only 0.000000000001% chance of winning you can't expect it to be the best ending there is.,0
"not as good as infinity war,slow fan service and the most sjw scene ever made",-1
"Not bad, good, but Infinity War far better. The Endgame is hm... Is too half-hearted and calculable.",1
"Not being a blind fanboy or been effected by hype, I can say that,The end game definitely lives up the hype but, only for last 30-45mins. The first half of the movie was filled up more with funny humour and unexpected condition of heroes after losing to Thanos in infinity war. Inshort, it falls flat in my opinion.I personally feel that Infinity war was better than end game due to ""powerful"" foundation of story and the fear of Thanos was very well projected.",1
"Not even close to being on Infinity War's level.  I went to a late show and nearly dozed off a dozen or so times.  I had to struggle to stay awake for the first 2 hours, literally.  It was that boring.  Also a ton of plot holes in this film.  Out of the 50% of everything that Thanos destroyed in the previous film, Ant-man is the only one to return in the beginning, because of some time travel quantum physics thing that is poorly explained, in which Iron Man discovers how to create time travel and isn't explained how, whatsoever.  He just magically creates it in his home with Pepper Pots.  Then there's the fact that Thor is a laughable and pathetic, depressed drunk who makes no contribution at all, and Banner Hulk is just awful.  Go into this film expecting a lot of boring nothingness for the first 90 minutes and you will find it maybe enjoyable.  Now the reason I give it a solid 7 after all this complaining, is that the final act of the movie is very engaging and enjoyable at least.  The action in the Avengers films is always great, and even though this final chapter had very little action until the end, it was good enough to make the film overall GOOD.  Just don't expect anything like the greatness that was Infinity War.",0
"Not every highly-anticipated movie lives up to the expectations but Avengers: Endgame is one of those few that delivered almost everything that's been promised or to some extent, even more. Not only this is the perfect follow up to INFINITY WAR (2018) but a remarkably done, moving homage to a 10 year long successful franchise consisting 21 films!While the first hour & so skillfully sets up the high-stakes, gradually reveals the remaining avengers in an utterly emotionally wounded & frustrated post Infinity War world, the film cleverly picks up the momentum right after that with lots of twists & turns backed up by little & big moments of excitements as well as tears of joy & heart-pounding loss at the end.Kudos to the director-duo Russo brothers, the writers and everyone involved with this absolute epic conclusion of the saga that ultimately pulled off the most satisfying ending this whole story arc could have offered.Can't figure at the moment how they or anyone will be able to top this one in coming years.",1
Not worth the money. biggest dissapointment in 2019.Good for Stan Lee that he must not see this ****,-1
"Nothing much to see here, just a return to the usual Marvel-movie quality level. It's good to see the non-superhero Iron Man finally removed from the picture, with his only power in being a rich guy and owner of advanced technology (and completely unconvincingly portrayed as being smart enough to build or fix said technology himself; kind of the equivalent of that other grossly overrated rich tech guy character we have IRL in a certain Elon Musk), though sadly they did have to turn him into The Great Martyr to get him over with.Really the only impressive Avengers movie in a long time was Infinity War, because it actually did something different and interesting, i.e. killing a lot of superheroes, and introduced a really good, complex villain. Beyond that, all they can do is return to their teen-boy oriented Marvel-as-usual movies.",-1
"Ok, I think I am done with movies. I feel like nothing can ever come close to this. Apart from a forced woke cringy scene where only all the female characters come together (wich will forever leave a mark on in what stupid times this movie was made) this movie and all the build up to it, is just epic and a pay off like many people would have wanted from game of thrones but never gotten.",1
One of marvel's best masterpieces. You will never be able to understand the movie without watching the entire series marvel series.,1
"One of the best movies I have ever watched ... ""Avengers : Endgame"" is the best Ending of 10 years of The MCU .. the movie was dramatic not just a superhero movie which the heros win at the end, No the movie has drama and the acting was too good from all the characters .. That's why I liked so much, It Isn't like any superhero film, It Was Epic !",1
"One of the best movies in its genre of the last 20 years. Your anticipation to go kick the bad guy's ass is skillfully levitated to an unforeseen height. Funny, thoughtful with only some time travelling inconsistencies that bothered me. Besides that, nearly perfect.",1
"One of the better marvel films. It was very emotional, and although the film lacks action, it is filled with great storytelling.",1
"One of the most artless movies I have ever experienced. Movie audiences are becoming more and more (numb, tolerant, enured) to mindless Hollywood spectacles like this, and unfortunately now so are the critics. If this is a standard for movie making, heaven help the movie industry. I can't help but compare it to Game of Thrones (last season not withstanding), and it fails miserably across all standards of comparison. I had absolutely no empathy for any of the characters, except maybe a bit for the bad guy (what was his name.. Thanos?) who seemed weary and forlorn. If you are 15 years old and liked this movie you can be excused for your taste. Otherwise, I think you are probably settling for some really lowbrow Hollywood bird-doodle.",-1
one of the most boring MCU movies to date. so many loop holes & unnecessary stale comedy that fell flat. the battle scene all 5 minutes of it in a freaking 3hr movie lmao pathetic!,-1
"One word: ok.First of all, I don't think I've ever seen such a cheap victory for the good guys. Without going into details, the best word I can think of is ""lame"". Thanos seemed like the one that fought the hardest and won because he was the strongest, until the Avengers cheated, and I'm not even talking about the time travel that they invented on the fly. People that saw the movie know what I'm talking about.What the **** was Gamora's motivation? The amount of **** the movie needs to pull so that the Avengers can win is fanfiction worthy.Then there is this grl powah the movies are trying to pull. Here is how you know you're being sexist: invert the genders and if you cringe, you are being sexist. What the hell did they do to Thor? How would that have looked like if they pulled that with Carol?. Why is it funny funny that Gamora did that to Peter? He didn't know it was another Gamora. For ****s sake. It's childish and unnecessary.The good thing is that for every stupid crap the movies pulls, it has something great or heartwarming too. What a great goodbye this movie was. Just not on the same level as Infinity War. But a good watch.",-1
"Oujeah this is it. The best Avengers movie, you are in for a treat. Mindblowing blot twist at the end so i don't wanna spoil it for you.",-1
Overall a bad movie. Movie is too slow and lacks action. The grand finale comes down to random heroes making a big entrance and holding the gauntlet for a few sec. Just a shell of Infinity Wars. Pity.,-1
"Overall great movie hampered by a very slow start (3 hours really not necessary here), a lack of consistency (fans of thor wont be too happy), comedy that falls short and what feels forced into the overall quite serious story and some fairly distracting politics pushing. Captain Marvel was an unwanted intruder into the story of familiar characters and quite often I sighed out loud at the blatant attempts to garner the attention of the media or get awards. Entertainment should be entertainment and whether I agree or disagree with the politics, I would rather they refrain from using a fun action superhero movie as a political platform.The ending alone however is a fitting conclusion to the marvel story and unforgettable though to actually enjoy the film properly you will have needed to have kept up with the majority of the MCU which is one hell of a task and will probably leave you a bit tired of the superhero genre. To improve on this movie they would need to have fixed the pacing at the start of the movie, yes its building up to the conclusion but so has every marvel movie, you don't need 2 hours to explain things.They would get rid of the politics pushing. Captain Marvel should not have suddenly popped up to brag about how strong she was, felt empty and insulting to the original heroes. Also forcing all the female characters to be in one scene for a snapshot for the media might sound like a good idea but one doesnt actually fight and one was meant to be fixing something so it felt distractingly pushed.They also should not have messed with Thor as much as they did and they should not have messed around with the 'strength' of all the heroes. This universe is too old to suddenly add a hero a few weeks before the conclusion of it all who dwarfs the rest of them in strength (Captain marvel)...",0
"Overall too mediocre plot and too overhyped movie. 2.5 hours of reflexion and flashbacks, 10 minutes of action and 20 minutes of condolesences. Tanos shifts motives like he has a PMS. Thor is depicted a clown. Captain Marvel is added just to approve feminists' trends. Too dissapointing even for the marvel fanboys.",-1
"Overall, I enjoyed this follow-up to Infinity War, if not as much as its predecessor. First off, there is a lot of fanservice, and I mean a lot! Some of it is effective, including subtle references that pay tribute to past MCU films in creative ways that make you proud to have seen all the previous films. However, it also includes painfully corny scenes that are guaranteed to make you roll your eyes. The first thirty minutes or so are good, if a bit rushed and underplayed at certain times. Ultimately it is a solid start that grabs your attention and doesn’t let go. This first part is mostly to tie off any loose ends from Ininifty War, before we undergo a time jump, in order to show the calamity that the Thanos snap caused. This is an emotional, realistic and well-done start. From there, we get introduced to the main plot of the film, which involves reversing the effects of Infinity War. This is introduced a bit too quickly and conveniently in my opinion. From there, we spend a little time getting the band back together and seeing how other Avengers have been affected by the events of Infinity War. Several have changed, and quite frankly, they’ve done so for the better. Thor and Hulk are two standouts, as they’ve become more original, unique characters through the aftermath of Infinity War and what this film decided to do with them. This period begins the more lighthearted tone this film will have compared to Infinity War. I’m a bit lukewarm about the tone, considering how much I loved the dark tone of Infinity War, but it does suit the movie and it’s story. The humor is arguably one of the best parts of the movie. The jokes almost always land perfectly and the film has an excellent, natural sense of humor about it. The time travel is an iffy subject, as many movies fail to get it right, but this movie works with it well, despite getting a bit convoluted in its explanations. The execution of the time travel itself is nice and straightforward, designed to entertain as opposed to constantly trying to explain itself. This is the point in which the movie begins paying homage to past MCU films in fun and clever ways. These are also the moments in which the character interactions are the strongest. We get a variety of different tones throughout this middle act, from pure drama, to action, to even comed, and surprisingly enough, it all flows smoothly and in a watchable manner. This leads directly into the third act. The transition between the middle and the end is a bit rough, especially considering how different the two are. The third act ... is a tough one. It is essentially one giant final battle followed by a denouement. The battle is, well, it’s a lot. It’s hard not to feel like it’s overstuffed and the battle is just visually hard to follow. It’s certainly a more straightforward superhero action fight than I’m used to compared to the first two thirds of the film and Infinity War. The resolution of the battle however, is so immensely satisfying and clever, it’s hard not to feel like the whole thing is worth it. And, cue the waterworks. It wasn’t unexpected, but the finale of the film brings a huge toll for the MCU. No matter your expectations, the Russo Brothers know how to handle emotion, as clearly evident by almost everything in Infinity War, and this movie nails it, as far as emotion is concerned. The movie ends in a sort of bittersweet fashion, but one that’s incredibly well-directed, and hard to resist. Even the credits pay tribute to the 10+ years of the MCU in incredible fashion. All in all, even if at times, it struggles to sustain itself under its gigantic proportions, or fit itself into even the longest of superhero runtimes, Avengers Endgame is an emotionally impactful, satisfying thrill ride that knows what it needs to do and does it: entertain.",0
Overrated and overlong. It needs to be trimmed to 2 hours and it would be much better. Action is good even if there's not enough,-1
"Poor and boring fight moments, stupid jokes for idiots and e hours of next thing. Fat Thor, Captain with god’s hummer and others silly moment destroyed this movie",-1
"poor fanservice, politically correct and class B comedy: repeat.Things that shouldn't be in a sequel of a movie with the darkest finale ever.It's slow, full of stupid gags, characters like thor and hulk completely wasted and ruined.Everything go as you expect:the plan: go back in time, get the stones, bring everyone backWhat happen: go back in time, get the stones, bring everyone back...OOPS past Thanos discover by LUCK everything, with the other one dead was OBVIOUS the past one would have entered.Past Thanos stronger than the one with GODLY POWERS, Black Widow die and everyone don't even care, the scene with the girls...horrible movie after infinity war",-1
Por Dios que 3 horas más largas. Total para contar algo que ya se ha contado demasiadas veces,-1
"Possibly one of the most overrated movies of all time and in my eyes the weakest of the marvel movies produced. All credit from this movie comes from the stunning visual effects and the well crafted score composed by Alan Silvestri, however when the budget is over 350 million dollars, it’s hard for the vfx to look bad. The pacing and tone of the movie was all over the place, and seemed split between going for a lighthearted feel like Guardians Of The Galaxy, or a more serious outlook like Infinty War. The movie was fun yes, but for a decade of build up and being a sequel to the arguably the best mcu movie of all time, Infinity War, the movie fell short in meeting the expections of what I had in mind. They turned my 2 favourite hero's of Hulk and Thor into characters only there for comedic value. A decade of character development just for them to lose all of that in Endgame really ruined the movie in my opinion. The movie suffered from an extreme imbalance between comedy and seriousness, and for that reason I believe it to be the most underwhelming marvel movie of all time.",-1
"Predictable and boring. Just another superhero movie, nothing like Infinity War which felt like a great action movie, with brilliant plot twists. Bad jokes and three hours of Marvel trying to make every superhero look good and have a good ending.",-1
Pretty **** good I mean sure Black Widow died and Stark(LOVE3000)but like yknow worst case scenario they milk this franchise,1
Pretty boring compared to infinity war. Missing some of the best characters and overall unsatisfying,-1
"Probably the largest scale film of our generation, with plenty of action and heart felt moments. Unfortunately, some of the plot holes are too big to forgive and forget and, at times, didn't even feel like an Avengers film.",1
Probably worst movie of MCU. There is nothing making sense about time travel. Dr. Strange only can hold glass of water in this movie. Iron man died for nothing if he just give it those stones to Cap. Marvel hole equation would've solved. But still last battle was awesome and again Thor is a totally disappointing. And what was the Thanos? How can even he be so powerful?,0
"PROS: stunning visuals and animations; good music; compelling interactions between the main characters that have stayed since The Avengers (2012); satisfying resolution to the 11 year long ""Infinity Saga"" story arc.CONS: it takes itself too seriously for a fantasy story with super-powered characters dressed in costumes; overlong and overcrowded 3-hour space-time action-adventure that lacks creativity; excessive use of CGI in detriment of real acting.",-1
"Quite good, great effects (as expected). It was interesting to see Avengers beaten, broken, a nice phoenix arc.Only downsides are Captain Marvel (damn, that actress is wooden) and one cringy feminist scene, thankfully a very short one.Since many of the best are out/dead (or promised to NOT have a series/movie like Scarlet Witch), I don't think following products will be worth watching. If you are really invested, I would recommend waiting for proper reviews for a few weeks (just ignore ""professional"" critics), or buy it at significant discount.",1
RDJ's best ever performance and a fitting end to a franchise. Even brie larson's utter awfulness as an actor and character wasn't enough to detract from it. truly a masterpiece to thank Russo's for. must watch.,1
Really boring and disappointing movie.  Quite predictable.  Hulk and Thor are made ridiculous.  The worst movie of the MCU.,-1
"Realmente no estamos ante evento cinematográfico del siglo. Es una película entretenida llena de conveniencias y algunos huecos de guion. No es insoportable pero tampoco es, como ya se dijo, lo mejor del Aquí algunas inconsistencias:- Capitán A. y el martillo de Thor es un gran Deus Ex Machina- La rata que libera a Ant Man es la mayor conveniencia de la película.- El hecho de que Thanos pudiera viajar al ""futuro"" es imposible, pues solo se había entregado dos frascos de partículas Pin a cada personaje, por ende entre Nebula y War Machine solo tenían 4, 2 fueron gastadas cuando ambos viajaron al ""pasado"" y la última cuando War Machine vuelve al ""presente"", por ende la última solo pudo ser usado por Nebula o Thanos, aunque finalmente todo su maldito ejército va al ""presente""-El hecho de que hayan tirado el guante con las gemas me hace pensar en una película slasher cuando los personajes tiran un arma a pesar de que están en peligro, en el caso de Avengers a pesar de que tienen el arma más peligrosa  -A su vez si hubieran usado el guente en la batalla con Thanos la película no se hubiera    alargado más, aunque esa batalla si estuvo buena.-Capitana Marvel al comienzo y al final llegando porque sí.- Al final Iron Man le quita las gemas a Thanos ¿cómo?, no importa mientras que los buenos ganen.- Aunque no afecte a la trama el Cap. viejo del final no tendría sentido si se sigue la lógica de la película, si aquello que sucede en un ""pasado"" realmente no afecta al futuro.",-1
"Rip Juice Wrld. Man the best goddamn rapper in the whole game periodt. No cap, on my momma.",1
"Sadly, I didn't enjoy this one as much as I did with the first ""Avengers"" movies.",0
"Scarlet Witch's rage was terrifying! She proved to everyone not to mess with her, with her man, or else, there'll be hell to pay.",1
"See it, there is nothing I can say that will explain just how incredibly amazing this film is but I shall try, and I know myself now I won’t be able to convey just how brilliant Avengers: End Game truly is and for that reason see it. I’m someone who has never been to see a film twice at a cinema and I’m already trying to find excuses for another viewing, I rarely enjoy watching the same film twice in a year and with this I’m considering twice in the same week it is just that good and I cannot recommend it enough. See it, I do not know how you could not enjoy this film. I also want to mention, I saw nothing of this film, no trailers, no early reviews literally nothing and it made it that much better, now I don’t know if that would affect the experience but there may have been parts I was loving but people already knew of because it was in a trailer. In addition to that, I had not planned to see this movie in the cinema at all, because I hadn’t been as excited for superhero films as of late, silly me to assume a Marvel movie is just a simple superhero movie. But a friend of mine asked when am I going and when I said don’t think I will he responded with so much shock and told me that I have to see it, I booked my tickets there and then, two days before he gets to see it while at the same time being one of the people who saw it opening night. So, you can see my expectations were so low and yet I feel like I can say that was perhaps one of if not the single greatest piece of media that I’ve ever consumed in my life. Being someone who grew up with Marvel movies starting as a child and now being considered a adult to watch this celebration of this cinematic universe truly was magic. It was a love letter to itself in the best possible way, it would have small hints towards previous films that made you proud to be a fan, the last word in the big climactic battle is the best call back I’ve ever heard, and simply writing about it makes me smile and giggle because it’s so clever and brilliant and perfect and I want to see it again and again. Going into this film and seeing that three hour run time pretty much put me off this film I just couldn’t imagine a scenario where a film could keep me enthralled for such an extended period of time, yet it truly used each minute perfectly, nothing felt as if it dragged on or was unnecessary, and that’s itself confuses me how is that possible. Three hours and I’m stick stuck in my seat begging for another ten, twenty, hell I’d take another hour of it was that good. There were two moments that damn near broke me, and while I won’t go into it, when you see these two scenes you just feel this intense sense of dread and sorrow and it blows me away that I’ve connected with so many of these people who are so far from standard people, and it just shows how real this universe feels, you don’t doubt any of it, you just sit there saying “Of course , of course this is happening”. But they have those moments alongside some truly great comedy, and I’m just think how this one film can get so much feeling out of me. There’s a moment in the final smaller scale fight scene where I’m sat there giddy saying it’s going to happen they’re actually going to do it and then you’re filled with so much pride for paying attention to the smallest details in other films that become huge moments in this epic. The music is also phenomenal, it always adds to the tone and it just punctuates what’s going on so incredibly well and it’s another thing that’s leaving me somewhat speechless because how can I convey how amazing this is without someone understanding exactly what I mean. This film is truly the perfect superhero film, the perfect sequel, and without a doubt one of the greatest films of all time. One last time, go and see this film, go and watch this phenomenal piece in cinema before you hear everyone talking about every detail ruining what would be the perfect way to see this film, because when you know nothing about it, everything and I mean everything feels perfect.",1
"slightly disappointing end to the avengers saga. It only kept you on the edge but never got you to jump. personally i felt it lacked action scenes for example, hulk never got to fight thanos and captain marvel came towards the end only. yes i understand there was going to be certain number of dialogue to be made to complete the story but still, as an ending and a 3 hour movie i felt the content should have been more. the movie focused too much on the feels and not so much on the works. in the end its a decent ending but still felt it could have been pushed more.7.5-8/10",0
"so epic,amazing,I love movie three thousands.I have been a fan of Marvel for 9 years and it's so sad when this is last I've seen iron man,Captain america and... Black widow.in my opinion, I vote 10/10 for this one",1
"So here is where all the threatened males are coming to rate the movie a zero because “women” have a moment in the movie, but they can’t quite give the movie a zero because it’s also the best super hero movie they have seen in their entire lives. So we get a lot of 5’s because the conflicted “fandom” of sensitive males can’t put aside their injured egos and rate this film honestly.Review: The movie doesn’t have the wall to wall action of Infinity War, but when the action comes, the impact is far more spectacular. The writing is spot on, the performances, the emotion... amazing. The only place I could dock this movie a point is trying to decide when to go pee because movie soft drinks and 3 hour runtimes are not a good mix for me.Do not see this movie unless you have seen at least the last episode of each the individual movies. The impact will be so much greater. But to everyone else... SEE THIS MOVIE NOW. This is the the movie event of this decade.",1
